,Name,Rank,Link,Geek Rating,Average ratings,Voters,min_layers,max_layers,min_duration,max_duration,weight
407,Star Wars: Armada,408,https://boardgamegeek.com/boardgame/163745/star-wars-armada,7.064,7.82,5519.0,2,na,120,na,3.16
408,Hannibal: Rome vs. Carthage,409,https://boardgamegeek.com/boardgame/234/hannibal-rome-vs-carthage,7.063,7.78,5029.0,2,na,40,200,3.45
409,Blood Bowl: Team Manager – The Card Game,410,https://boardgamegeek.com/boardgame/90137/blood-bowl-team-manager-the-card-game,7.063,7.4,11503.0,2,4,60,120,2.35
410,Abyss,411,https://boardgamegeek.com/boardgame/155987/abyss,7.063,7.33,15246.0,2,4,30,60,2.32
411,Maria,412,https://boardgamegeek.com/boardgame/40354/maria,7.063,7.99,3705.0,2,3,210,na,3.6
412,Carpe Diem,413,https://boardgamegeek.com/boardgame/245934/carpe-diem,7.062,7.51,7923.0,2,4,45,75,2.52
413,Unmatched: Robin Hood vs. Bigfoot,414,https://boardgamegeek.com/boardgame/274638/unmatched-robin-hood-vs-bigfoot,7.059,7.93,4318.0,2,na,20,na,1.91
414,"Air, Land & Sea",415,https://boardgamegeek.com/boardgame/247367/air-land-and-sea,7.059,7.47,8701.0,2,na,20,na,1.7
415,Altiplano,416,https://boardgamegeek.com/boardgame/234487/altiplano,7.059,7.46,9207.0,2,5,60,120,3.29
416,Dead Reckoning,417,https://boardgamegeek.com/boardgame/276182/dead-reckoning,7.059,8.19,3194.0,1,4,90,150,3.43
417,Newton,418,https://boardgamegeek.com/boardgame/244711/newton,7.055,7.53,7290.0,1,4,90,na,3.38
418,Schotten Totten,419,https://boardgamegeek.com/boardgame/372/schotten-totten,7.054,7.36,12007.0,2,na,20,na,1.69
419,Smartphone Inc.,420,https://boardgamegeek.com/boardgame/246684/smartphone-inc,7.054,7.58,6461.0,1,5,60,90,2.78
420,Dorfromantik: The Board Game,421,https://boardgamegeek.com/boardgame/370591/dorfromantik-the-board-game,7.053,7.64,6407.0,1,6,30,60,1.64
421,Fall of Rome,422,https://boardgamegeek.com/boardgame/260428/fall-of-rome,7.051,7.62,6369.0,1,5,45,60,2.47
422,The Pillars of the Earth,423,https://boardgamegeek.com/boardgame/24480/the-pillars-of-the-earth,7.051,7.26,17990.0,2,4,90,120,2.81
423,Notre Dame,424,https://boardgamegeek.com/boardgame/25554/notre-dame,7.05,7.31,13451.0,2,5,45,75,2.74
424,Twice as Clever!,425,https://boardgamegeek.com/boardgame/269210/twice-as-clever,7.049,7.43,9173.0,1,4,30,na,2.28
425,Frostpunk: The Board Game,426,https://boardgamegeek.com/boardgame/311988/frostpunk-the-board-game,7.049,8.23,3409.0,1,4,120,150,4.36
426,Mage Wars Arena,427,https://boardgamegeek.com/boardgame/101721/mage-wars-arena,7.047,7.58,7909.0,2,na,90,na,3.68
427,Gùgōng,428,https://boardgamegeek.com/boardgame/250458/gugong,7.046,7.44,9065.0,1,5,60,90,3.07
428,At the Gates of Loyang,429,https://boardgamegeek.com/boardgame/39683/at-the-gates-of-loyang,7.043,7.36,11273.0,1,4,60,120,3.11
429,The Godfather: Corleone's Empire,430,https://boardgamegeek.com/boardgame/195539/the-godfather-corleones-empire,7.042,7.53,7819.0,2,5,60,90,2.65
430,The Guild of Merchant Explorers,431,https://boardgamegeek.com/boardgame/350933/the-guild-of-merchant-explorers,7.042,7.69,5118.0,1,4,45,na,2.05
431,Saint Petersburg,432,https://boardgamegeek.com/boardgame/9217/saint-petersburg,7.039,7.27,16133.0,2,4,45,60,2.43
432,Expeditions,433,https://boardgamegeek.com/boardgame/379078/expeditions,7.028,7.67,5933.0,1,5,60,90,3.05
433,King of Tokyo,434,https://boardgamegeek.com/boardgame/70323/king-of-tokyo,7.028,7.13,71653.0,2,6,30,na,1.49
434,Arkham Horror,435,https://boardgamegeek.com/boardgame/15987/arkham-horror,7.028,7.24,39664.0,1,8,120,240,3.58
435,Die Macher,436,https://boardgamegeek.com/boardgame/1/die-macher,7.027,7.59,5833.0,3,5,240,na,4.31
436,Downforce,437,https://boardgamegeek.com/boardgame/215311/downforce,7.027,7.29,14113.0,2,6,20,40,1.73
437,The Lord of the Rings: The Card Game – Revised Core Set,438,https://boardgamegeek.com/boardgame/349067/the-lord-of-the-rings-the-card-game-revised-core-s,7.026,8.48,2680.0,1,4,30,90,3.58
438,Blitzkrieg!: World War Two in 20 Minutes,439,https://boardgamegeek.com/boardgame/258210/blitzkrieg-world-war-two-in-20-minutes,7.025,7.59,5959.0,1,2,20,45,1.93
439,Endeavor,440,https://boardgamegeek.com/boardgame/33160/endeavor,7.024,7.38,9567.0,3,5,90,na,2.91
440,Honey Buzz,441,https://boardgamegeek.com/boardgame/284742/honey-buzz,7.022,7.56,6758.0,1,4,45,90,2.73
441,Dice Forge,442,https://boardgamegeek.com/boardgame/194594/dice-forge,7.021,7.23,22410.0,2,4,45,na,1.97
442,In the Year of the Dragon,443,https://boardgamegeek.com/boardgame/31594/in-the-year-of-the-dragon,7.021,7.3,12188.0,2,5,75,100,3.08
443,Ticket to Ride: Märklin,444,https://boardgamegeek.com/boardgame/21348/ticket-to-ride-marklin,7.021,7.41,9225.0,2,5,30,60,2.24
444,Skull,445,https://boardgamegeek.com/boardgame/92415/skull,7.019,7.19,24565.0,3,6,15,45,1.11
445,Tiny Towns,446,https://boardgamegeek.com/boardgame/265736/tiny-towns,7.019,7.22,19903.0,1,6,45,60,2.06
446,London (Second Edition),447,https://boardgamegeek.com/boardgame/236191/london-second-edition,7.018,7.5,7120.0,2,4,60,90,2.74
447,Thunder Road: Vendetta,448,https://boardgamegeek.com/boardgame/342070/thunder-road-vendetta,7.016,7.96,3632.0,2,4,45,75,1.95
448,Evolution: Climate,449,https://boardgamegeek.com/boardgame/182134/evolution-climate,7.016,7.48,8122.0,2,6,60,na,2.73
449,IKI,450,https://boardgamegeek.com/boardgame/177478/iki,7.016,7.64,5572.0,2,4,60,90,3.05
450,Azul: Stained Glass of Sintra,451,https://boardgamegeek.com/boardgame/256226/azul-stained-glass-of-sintra,7.016,7.3,13745.0,2,4,30,45,2.01
451,Chess,452,https://boardgamegeek.com/boardgame/171/chess,7.015,7.21,37208.0,2,na,na,na,3.66
452,Akropolis,453,https://boardgamegeek.com/boardgame/357563/akropolis,7.014,7.49,7584.0,1,4,20,30,1.79
453,Bruxelles 1893,454,https://boardgamegeek.com/boardgame/144592/bruxelles-1893,7.014,7.6,5614.0,2,5,50,125,3.58
454,Cubitos,455,https://boardgamegeek.com/boardgame/298069/cubitos,7.014,7.41,9089.0,2,4,30,60,2.17
455,Descent: Legends of the Dark,456,https://boardgamegeek.com/boardgame/322708/descent-legends-of-the-dark,7.014,7.94,4936.0,1,4,120,180,2.68
456,San Juan (Second Edition),457,https://boardgamegeek.com/boardgame/166669/san-juan-second-edition,7.013,7.45,7494.0,2,4,45,60,2.09
457,Here I Stand,458,https://boardgamegeek.com/boardgame/17392/here-i-stand,7.012,7.88,3929.0,2,6,180,360,4.19
458,King of Tokyo: Dark Edition,459,https://boardgamegeek.com/boardgame/293141/king-of-tokyo-dark-edition,7.012,7.68,5490.0,2,6,30,na,1.61
459,Mythic Battles: Pantheon,460,https://boardgamegeek.com/boardgame/186751/mythic-battles-pantheon,7.011,8.32,3312.0,2,4,60,90,3.06
460,Cartographers Heroes,461,https://boardgamegeek.com/boardgame/315767/cartographers-heroes,7.01,7.75,4635.0,1,100,30,45,2.0
461,Marrakesh,462,https://boardgamegeek.com/boardgame/342810/marrakesh,7.01,8.15,2926.0,2,4,120,na,3.4
462,Codenames: Pictures,463,https://boardgamegeek.com/boardgame/198773/codenames-pictures,7.01,7.18,23128.0,2,8,15,na,1.24
463,Boonlake,464,https://boardgamegeek.com/boardgame/343905/boonlake,7.008,7.65,5179.0,1,4,80,160,3.81
464,Spartacus: A Game of Blood and Treachery,465,https://boardgamegeek.com/boardgame/128671/spartacus-a-game-of-blood-and-treachery,7.007,7.47,9022.0,3,4,120,180,2.73
465,Civilization,466,https://boardgamegeek.com/boardgame/71/civilization,7.006,7.49,7553.0,2,7,360,na,3.64
466,Firefly: The Game,467,https://boardgamegeek.com/boardgame/138161/firefly-the-game,7.005,7.39,12168.0,1,4,120,240,2.95
467,Biblios,468,https://boardgamegeek.com/boardgame/34219/biblios,7.003,7.2,17828.0,2,4,30,na,1.69
468,Sword & Sorcery,469,https://boardgamegeek.com/boardgame/170771/sword-and-sorcery,7.0,7.89,5076.0,1,5,60,90,4.13
469,Wavelength,470,https://boardgamegeek.com/boardgame/262543/wavelength,7.0,7.26,14210.0,2,12,30,45,1.1
470,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,471,https://boardgamegeek.com/boardgame/204305/sherlock-holmes-consulting-detective-jack-the-ripp,6.998,7.58,6096.0,1,8,60,120,2.24
471,Santa Maria,472,https://boardgamegeek.com/boardgame/229220/santa-maria,6.998,7.47,7057.0,1,4,45,90,3.02
472,Pan Am,473,https://boardgamegeek.com/boardgame/303057/pan-am,6.997,7.54,6497.0,2,4,60,na,2.42
473,Space Hulk (Third Edition),474,https://boardgamegeek.com/boardgame/54625/space-hulk-third-edition,6.996,7.53,7151.0,2,na,60,na,2.79
474,Sprawlopolis,475,https://boardgamegeek.com/boardgame/251658/sprawlopolis,6.994,7.31,11084.0,1,4,15,20,1.82
475,Millennium Blades,476,https://boardgamegeek.com/boardgame/151347/millennium-blades,6.993,7.67,5189.0,2,5,80,120,3.65
476,Fresco,477,https://boardgamegeek.com/boardgame/66188/fresco,6.992,7.25,13253.0,2,4,60,na,2.63
477,Clash of Cultures,478,https://boardgamegeek.com/boardgame/40765/clash-of-cultures,6.99,7.57,5818.0,2,4,180,240,3.6
478,Stockpile,479,https://boardgamegeek.com/boardgame/161614/stockpile,6.989,7.45,7290.0,2,5,45,na,2.12
479,Thunderstone Quest,480,https://boardgamegeek.com/boardgame/215341/thunderstone-quest,6.988,7.76,4523.0,2,4,60,90,2.86
480,Nippon,481,https://boardgamegeek.com/boardgame/154809/nippon,6.988,7.63,4979.0,2,4,60,120,3.77
481,Ready Set Bet,482,https://boardgamegeek.com/boardgame/351040/ready-set-bet,6.987,7.57,5699.0,2,9,45,60,1.31
482,Imperium: Legends,483,https://boardgamegeek.com/boardgame/318182/imperium-legends,6.986,7.86,3973.0,1,4,40,160,3.74
483,Flash Point: Fire Rescue,484,https://boardgamegeek.com/boardgame/100901/flash-point-fire-rescue,6.986,7.16,24477.0,2,6,45,na,2.2
484,Imperial Struggle,485,https://boardgamegeek.com/boardgame/206480/imperial-struggle,6.986,8.25,2830.0,2,na,120,240,4.06
485,The Great Wall,486,https://boardgamegeek.com/boardgame/292375/the-great-wall,6.985,7.85,4362.0,1,4,120,180,3.93
486,Macao,487,https://boardgamegeek.com/boardgame/55670/macao,6.985,7.4,7516.0,2,4,50,100,3.13
487,Faraway,488,https://boardgamegeek.com/boardgame/385761/faraway,6.984,7.59,5781.0,2,6,15,30,1.89
488,Dune,489,https://boardgamegeek.com/boardgame/121/dune,6.982,7.59,5912.0,2,6,60,180,3.45
489,Kingsburg,490,https://boardgamegeek.com/boardgame/27162/kingsburg,6.982,7.17,19791.0,2,5,90,na,2.42
490,Commands & Colors: Napoleonics,491,https://boardgamegeek.com/boardgame/62222/commands-and-colors-napoleonics,6.982,8.05,3305.0,2,na,90,na,2.75
491,Mice and Mystics,492,https://boardgamegeek.com/boardgame/124708/mice-and-mystics,6.981,7.23,19761.0,1,4,60,90,2.73
492,Claustrophobia,493,https://boardgamegeek.com/boardgame/36932/claustrophobia,6.98,7.47,7078.0,2,na,45,na,2.48
493,Mandala,494,https://boardgamegeek.com/boardgame/264241/mandala,6.98,7.49,6313.0,2,na,20,na,1.78
494,The Manhattan Project,495,https://boardgamegeek.com/boardgame/63628/the-manhattan-project,6.977,7.32,9956.0,2,5,120,na,2.96
495,Advanced Squad Leader,496,https://boardgamegeek.com/boardgame/243/advanced-squad-leader,6.976,8.01,3862.0,2,na,120,480,4.75
496,Lord of the Rings: The Confrontation,497,https://boardgamegeek.com/boardgame/18833/lord-of-the-rings-the-confrontation,6.975,7.49,6484.0,2,na,30,na,2.19
497,PitchCar,498,https://boardgamegeek.com/boardgame/150/pitchcar,6.974,7.27,11127.0,2,8,30,na,1.12
498,Woodcraft,499,https://boardgamegeek.com/boardgame/355093/woodcraft,6.974,7.64,4969.0,1,4,60,120,3.82
499,Reign of Cthulhu,500,https://boardgamegeek.com/boardgame/192153/reign-of-cthulhu,6.973,7.37,10440.0,2,4,40,na,2.16
500,Black Orchestra,501,https://boardgamegeek.com/boardgame/156858/black-orchestra,6.972,7.5,6623.0,1,5,90,na,2.42
501,Heroscape Master Set: Rise of the Valkyrie,502,https://boardgamegeek.com/boardgame/11170/heroscape-master-set-rise-of-the-valkyrie,6.971,7.45,8301.0,2,4,90,na,2.3
502,The LOOP,503,https://boardgamegeek.com/boardgame/316412/the-loop,6.97,7.74,4544.0,1,4,60,na,2.81
503,Pipeline,504,https://boardgamegeek.com/boardgame/256730/pipeline,6.966,7.59,5172.0,2,4,60,120,3.91
504,Lancaster,505,https://boardgamegeek.com/boardgame/96913/lancaster,6.966,7.39,7581.0,2,5,60,na,3.0
505,Glen More,506,https://boardgamegeek.com/boardgame/66362/glen-more,6.965,7.3,9329.0,2,5,60,na,2.67
506,Middara: Unintentional Malum – Act 1,507,https://boardgamegeek.com/boardgame/169427/middara-unintentional-malum-act-1,6.964,8.58,2559.0,1,4,60,na,4.13
507,A Few Acres of Snow,508,https://boardgamegeek.com/boardgame/79828/a-few-acres-of-snow,6.964,7.37,8005.0,2,na,60,90,3.03
508,Zombicide: 2nd Edition,509,https://boardgamegeek.com/boardgame/286751/zombicide-2nd-edition,6.963,7.98,4015.0,1,6,60,na,2.36
509,Caper: Europe,510,https://boardgamegeek.com/boardgame/328565/caper-europe,6.962,7.7,4454.0,2,na,25,35,2.11
510,Dawn of the Zeds (Third Edition),511,https://boardgamegeek.com/boardgame/175095/dawn-of-the-zeds-third-edition,6.96,8.16,2840.0,1,5,90,120,3.8
511,Quadropolis,512,https://boardgamegeek.com/boardgame/176396/quadropolis,6.96,7.22,13125.0,2,4,30,60,2.2
512,Libertalia: Winds of Galecrest,513,https://boardgamegeek.com/boardgame/356033/libertalia-winds-of-galecrest,6.96,7.48,6516.0,1,6,45,60,2.16
513,Black Rose Wars,514,https://boardgamegeek.com/boardgame/239942/black-rose-wars,6.959,7.96,3909.0,2,4,90,na,3.47
514,Imperial Settlers: Empires of the North,515,https://boardgamegeek.com/boardgame/270844/imperial-settlers-empires-of-the-north,6.959,7.42,7483.0,1,4,45,90,2.8
515,Fire in the Lake,516,https://boardgamegeek.com/boardgame/144189/fire-in-the-lake,6.957,8.07,3022.0,1,4,180,na,4.15
516,Colt Express,517,https://boardgamegeek.com/boardgame/158899/colt-express,6.956,7.09,32823.0,2,6,40,na,1.84
517,Hadara,518,https://boardgamegeek.com/boardgame/269144/hadara,6.955,7.4,7403.0,2,5,45,60,2.21
518,Citadels,519,https://boardgamegeek.com/boardgame/205398/citadels,6.955,7.25,14709.0,2,8,30,60,2.06
519,No Thanks!,520,https://boardgamegeek.com/boardgame/12942/no-thanks,6.954,7.08,27820.0,3,7,20,na,1.13
520,Zombie Kidz Evolution,521,https://boardgamegeek.com/boardgame/256952/zombie-kidz-evolution,6.953,7.61,5318.0,2,4,15,na,1.38
521,Mystic Vale,522,https://boardgamegeek.com/boardgame/194607/mystic-vale,6.953,7.25,12006.0,2,4,45,na,2.26
522,Stuffed Fables,523,https://boardgamegeek.com/boardgame/233312/stuffed-fables,6.952,7.45,7518.0,2,4,60,90,2.47
523,Point Salad,524,https://boardgamegeek.com/boardgame/274960/point-salad,6.952,7.14,20141.0,2,6,15,30,1.15
524,MicroMacro: Crime City – Full House,525,https://boardgamegeek.com/boardgame/338834/micromacro-crime-city-full-house,6.951,7.67,4319.0,1,4,15,45,1.18
525,Fantastic Factories,526,https://boardgamegeek.com/boardgame/216600/fantastic-factories,6.95,7.43,6896.0,1,5,45,60,2.23
526,Unmatched: Little Red Riding Hood vs. Beowulf,527,https://boardgamegeek.com/boardgame/325635/unmatched-little-red-riding-hood-vs-beowulf,6.95,8.14,2928.0,2,na,20,na,2.0
527,Bohnanza,528,https://boardgamegeek.com/boardgame/11/bohnanza,6.948,7.06,47493.0,2,7,45,na,1.67
528,Undaunted: North Africa,529,https://boardgamegeek.com/boardgame/290359/undaunted-north-africa,6.947,7.8,3998.0,2,na,45,60,2.3
529,High Society,530,https://boardgamegeek.com/boardgame/220/high-society,6.942,7.17,14220.0,3,5,15,30,1.49
530,Canvas,531,https://boardgamegeek.com/boardgame/290236/canvas,6.941,7.24,12989.0,1,5,30,na,1.7
531,Amerigo,532,https://boardgamegeek.com/boardgame/137408/amerigo,6.941,7.44,6241.0,2,4,90,na,2.97
532,Citadels,533,https://boardgamegeek.com/boardgame/478/citadels,6.941,7.06,55088.0,2,8,20,60,2.05
533,Amun-Re,534,https://boardgamegeek.com/boardgame/5404/amun-re,6.94,7.29,9338.0,3,5,90,na,3.03
534,BattleLore,535,https://boardgamegeek.com/boardgame/25417/battlelore,6.939,7.35,9378.0,2,na,60,na,2.77
535,Lords of Vegas,536,https://boardgamegeek.com/boardgame/20437/lords-of-vegas,6.938,7.36,7709.0,2,4,60,90,2.34
536,Shadows over Camelot,537,https://boardgamegeek.com/boardgame/15062/shadows-over-camelot,6.937,7.1,27822.0,3,7,60,90,2.57
537,Friday,538,https://boardgamegeek.com/boardgame/43570/friday,6.935,7.11,21718.0,1,na,25,na,2.16
538,Pandemic: The Cure,539,https://boardgamegeek.com/boardgame/150658/pandemic-the-cure,6.935,7.24,10773.0,2,5,30,na,2.06
539,Hanabi,540,https://boardgamegeek.com/boardgame/98778/hanabi,6.934,7.04,49156.0,2,5,25,na,1.69
540,Exit: The Game – Dead Man on the Orient Express,541,https://boardgamegeek.com/boardgame/226522/exit-the-game-dead-man-on-the-orient-express,6.934,7.55,5117.0,1,4,60,120,2.7
541,Junk Art,542,https://boardgamegeek.com/boardgame/193042/junk-art,6.934,7.37,7739.0,2,6,30,na,1.21
542,Deus,543,https://boardgamegeek.com/boardgame/162082/deus,6.933,7.28,9219.0,2,4,60,90,2.82
543,Sheriff of Nottingham,544,https://boardgamegeek.com/boardgame/157969/sheriff-of-nottingham,6.932,7.07,36140.0,3,5,60,na,1.66
544,Potion Explosion,545,https://boardgamegeek.com/boardgame/180974/potion-explosion,6.931,7.13,19954.0,2,4,30,45,1.78
545,Forbidden Desert,546,https://boardgamegeek.com/boardgame/136063/forbidden-desert,6.931,7.07,31336.0,2,5,45,na,2.04
546,Betrayal Legacy,547,https://boardgamegeek.com/boardgame/240196/betrayal-legacy,6.93,7.68,4959.0,3,5,45,90,2.9
547,"Unmatched: Battle of Legends, Volume Two",548,https://boardgamegeek.com/boardgame/335764/unmatched-battle-of-legends-volume-two,6.93,8.28,2526.0,2,4,20,40,2.1
548,Trekking Through History,549,https://boardgamegeek.com/boardgame/353288/trekking-through-history,6.93,7.61,4684.0,2,4,30,60,1.73
549,Mansions of Madness,550,https://boardgamegeek.com/boardgame/83330/mansions-of-madness,6.929,7.26,13762.0,2,5,120,180,3.24
550,Oceans,551,https://boardgamegeek.com/boardgame/232414/oceans,6.927,7.44,6827.0,2,4,60,90,2.85
551,Charterstone,552,https://boardgamegeek.com/boardgame/197376/charterstone,6.927,7.2,14833.0,1,6,45,75,2.85
552,Descent: Journeys in the Dark,553,https://boardgamegeek.com/boardgame/17226/descent-journeys-in-the-dark,6.927,7.28,11806.0,2,5,120,240,3.34
553,Blood Bowl (Third Edition),554,https://boardgamegeek.com/boardgame/712/blood-bowl-third-edition,6.927,7.56,5643.0,2,na,180,na,2.98
554,Unsettled,555,https://boardgamegeek.com/boardgame/290484/unsettled,6.927,8.12,2815.0,2,4,60,90,3.26
555,Risk Legacy,556,https://boardgamegeek.com/boardgame/105134/risk-legacy,6.926,7.36,8589.0,3,5,60,na,2.59
556,Massive Darkness 2: Hellscape,557,https://boardgamegeek.com/boardgame/315610/massive-darkness-2-hellscape,6.925,8.06,3156.0,1,6,60,na,2.73
557,Keep the Heroes Out!,558,https://boardgamegeek.com/boardgame/333255/keep-the-heroes-out,6.923,8.0,3308.0,1,4,40,na,2.48
558,Imhotep,559,https://boardgamegeek.com/boardgame/191862/imhotep,6.922,7.14,15948.0,2,4,40,na,2.01
559,CATAN,560,https://boardgamegeek.com/boardgame/13/catan,6.919,7.1,129951.0,3,4,60,120,2.29
560,Shadows of Brimstone: City of the Ancients,561,https://boardgamegeek.com/boardgame/146791/shadows-of-brimstone-city-of-the-ancients,6.918,7.95,3965.0,1,4,120,na,3.38
561,Railroad Ink: Deep Blue Edition,562,https://boardgamegeek.com/boardgame/245654/railroad-ink-deep-blue-edition,6.917,7.18,13391.0,1,6,20,30,1.45
562,Raptor,563,https://boardgamegeek.com/boardgame/177639/raptor,6.916,7.24,10354.0,2,na,30,na,2.06
563,Thurn and Taxis,564,https://boardgamegeek.com/boardgame/21790/thurn-and-taxis,6.916,7.09,20180.0,2,4,60,na,2.26
564,Argent: The Consortium,565,https://boardgamegeek.com/boardgame/144797/argent-the-consortium,6.916,7.63,4401.0,2,5,60,150,3.77
565,Through the Desert,566,https://boardgamegeek.com/boardgame/503/through-the-desert,6.914,7.13,14651.0,2,5,45,na,2.17
566,Aquatica,567,https://boardgamegeek.com/boardgame/283393/aquatica,6.913,7.37,6751.0,1,4,30,60,2.3
567,"Labyrinth: The War on Terror, 2001 – ?",568,https://boardgamegeek.com/boardgame/62227/labyrinth-the-war-on-terror-2001,6.912,7.57,5002.0,1,2,180,na,3.68
568,Blood Bowl: Living Rulebook,569,https://boardgamegeek.com/boardgame/15985/blood-bowl-living-rulebook,6.912,7.85,3440.0,2,na,120,na,3.17
569,Escape Plan,570,https://boardgamegeek.com/boardgame/142379/escape-plan,6.91,7.51,5375.0,1,5,60,120,3.67
570,Feed the Kraken,571,https://boardgamegeek.com/boardgame/271601/feed-the-kraken,6.91,7.85,3753.0,5,11,45,90,2.12
571,1846: The Race for the Midwest,572,https://boardgamegeek.com/boardgame/17405/1846-the-race-for-the-midwest,6.91,7.91,2997.0,3,5,120,240,3.99
572,1775: Rebellion,573,https://boardgamegeek.com/boardgame/128996/1775-rebellion,6.908,7.63,4313.0,2,4,60,120,2.33
573,Port Royal,574,https://boardgamegeek.com/boardgame/156009/port-royal,6.908,7.12,17860.0,2,5,20,50,1.62
574,Alhambra,575,https://boardgamegeek.com/boardgame/6249/alhambra,6.907,7.03,33904.0,2,6,45,60,2.1
575,QE,576,https://boardgamegeek.com/boardgame/266830/qe,6.907,7.37,6391.0,3,5,45,na,1.55
576,Star Wars: X-Wing (Second Edition),577,https://boardgamegeek.com/boardgame/252328/star-wars-x-wing-second-edition,6.905,8.04,3110.0,2,na,30,45,3.09
577,Freedom: The Underground Railroad,578,https://boardgamegeek.com/boardgame/119506/freedom-the-underground-railroad,6.905,7.58,4508.0,1,4,60,120,2.91
578,Small World Underground,579,https://boardgamegeek.com/boardgame/97786/small-world-underground,6.903,7.23,11118.0,2,5,30,90,2.59
579,Blackout: Hong Kong,580,https://boardgamegeek.com/boardgame/262215/blackout-hong-kong,6.903,7.42,6016.0,1,4,75,150,3.47
580,Ingenious,581,https://boardgamegeek.com/boardgame/9674/ingenious,6.902,7.1,17339.0,1,4,30,45,1.91
581,Etherfields,582,https://boardgamegeek.com/boardgame/280794/etherfields,6.9,7.92,4080.0,1,4,90,180,3.55
582,For Northwood! A Solo Trick-Taking Game,583,https://boardgamegeek.com/boardgame/334590/for-northwood-a-solo-trick-taking-game,6.9,7.91,3077.0,1,na,15,30,1.82
583,Fleet: The Dice Game,584,https://boardgamegeek.com/boardgame/245961/fleet-the-dice-game,6.897,7.64,4103.0,1,4,30,45,2.52
584,Nova Luna,585,https://boardgamegeek.com/boardgame/284435/nova-luna,6.897,7.28,8776.0,1,4,30,60,1.88
585,Legacy of Yu,586,https://boardgamegeek.com/boardgame/354934/legacy-of-yu,6.896,8.18,2437.0,1,na,60,na,2.9
586,TZAAR,587,https://boardgamegeek.com/boardgame/31999/tzaar,6.895,7.66,3916.0,2,na,30,60,2.49
587,First Class: All Aboard the Orient Express!,588,https://boardgamegeek.com/boardgame/206941/first-class-all-aboard-the-orient-express,6.894,7.42,5769.0,2,4,40,80,2.8
588,Runebound (Third Edition),589,https://boardgamegeek.com/boardgame/181530/runebound-third-edition,6.894,7.48,6303.0,2,4,120,180,2.71
589,The Grizzled,590,https://boardgamegeek.com/boardgame/171668/the-grizzled,6.894,7.13,14893.0,2,5,30,na,1.98
590,Love Letter: Premium Edition,591,https://boardgamegeek.com/boardgame/196326/love-letter-premium-edition,6.894,7.44,6052.0,2,8,20,30,1.31
591,Las Vegas,592,https://boardgamegeek.com/boardgame/117959/las-vegas,6.893,7.17,11579.0,2,5,30,na,1.17
592,Unfathomable,593,https://boardgamegeek.com/boardgame/340466/unfathomable,6.892,7.51,5649.0,3,6,120,240,3.13
593,Camel Up,594,https://boardgamegeek.com/boardgame/153938/camel-up,6.891,7.04,27528.0,2,8,20,30,1.5
594,Wabash Cannonball,595,https://boardgamegeek.com/boardgame/31730/wabash-cannonball,6.891,7.25,8406.0,2,6,30,60,2.78
595,Libertalia,596,https://boardgamegeek.com/boardgame/125618/libertalia,6.89,7.12,14325.0,2,6,40,60,2.23
596,RoboRally,597,https://boardgamegeek.com/boardgame/18/roborally,6.889,7.05,23989.0,2,8,45,120,2.43
597,London,598,https://boardgamegeek.com/boardgame/65781/london,6.889,7.33,6597.0,2,4,90,na,2.89
598,Sushi Go!,599,https://boardgamegeek.com/boardgame/133473/sushi-go,6.888,7.0,47951.0,2,5,15,na,1.17
599,Discworld: Ankh-Morpork,600,https://boardgamegeek.com/boardgame/91312/discworld-ankh-morpork,6.888,7.25,10540.0,2,4,60,na,2.21
600,The Fox in the Forest,601,https://boardgamegeek.com/boardgame/221965/the-fox-in-the-forest,6.887,7.09,16244.0,2,na,30,na,1.59
601,Splendor: Marvel,602,https://boardgamegeek.com/boardgame/293296/splendor-marvel,6.886,7.57,5021.0,2,4,30,na,1.81
602,Legends of Andor,603,https://boardgamegeek.com/boardgame/127398/legends-of-andor,6.885,7.11,19558.0,2,4,60,90,2.76
603,Airlines Europe,604,https://boardgamegeek.com/boardgame/90419/airlines-europe,6.885,7.3,7451.0,2,5,75,na,2.43
604,Elysium,605,https://boardgamegeek.com/boardgame/163968/elysium,6.883,7.2,9856.0,2,4,60,na,2.77
605,Dinosaur Island: Rawr 'n Write,606,https://boardgamegeek.com/boardgame/318009/dinosaur-island-rawr-n-write,6.883,7.72,3791.0,1,4,30,45,2.8
606,Archipelago,607,https://boardgamegeek.com/boardgame/105551/archipelago,6.882,7.28,8306.0,2,5,30,240,3.74
607,Valeria: Card Kingdoms,608,https://boardgamegeek.com/boardgame/170561/valeria-card-kingdoms,6.882,7.44,5935.0,1,5,30,45,1.97
608,Atlantis Rising (Second Edition),609,https://boardgamegeek.com/boardgame/248490/atlantis-rising-second-edition,6.882,7.53,4732.0,1,7,60,120,2.46
609,Last Will,610,https://boardgamegeek.com/boardgame/97842/last-will,6.88,7.17,10545.0,2,5,45,75,2.72
610,Karuba,611,https://boardgamegeek.com/boardgame/183251/karuba,6.879,7.17,11173.0,2,4,30,40,1.43
611,Jamaica,612,https://boardgamegeek.com/boardgame/28023/jamaica,6.879,7.06,20724.0,2,6,30,60,1.66
612,Madeira,613,https://boardgamegeek.com/boardgame/95527/madeira,6.878,7.54,4525.0,2,4,60,150,4.31
613,Vikings,614,https://boardgamegeek.com/boardgame/27173/vikings,6.878,7.24,8541.0,2,4,60,na,2.54
